Filename,Instance_Number,Objective_Index,Additional infos_gap,Additional infos_computation_time,Additional infos_obj,Additional infos_solved,Metrics_Envy Freeness,Metrics_Relative Mean Deviation,Metrics_Gini Coefficient,Metrics_Jain's Fairness Index,Metrics_Energy Shortfall,Metrics_Relative Range,Metrics_Coefficient of Variation,Metrics_Hoover Index,Metrics_Utility
solution_5_obj=1_h_lns.log,5,1,-1.0,600.011344,12.937119,0,0.136526409965544,0.7861456738780339,0.5102613638374449,0.5423514489061523,1270.002775999999,3.247251393431374,0.9185983130021214,0.39307283693901696,0.26488610630717213
solution_60_obj=4_h_lns.log,60,4,-1.0,608.682576,0.912182,0,0.153704083311082,0.7234094798208065,0.45946916516460956,0.6058271571393811,5916.616810999996,2.730426256747779,0.8066199908234315,0.36170473991040325,0.33368903666882266
solution_32_obj=8_h_lns.log,32,8,-1.0,600.014774,0.128308,0,0.11083330252104322,1.2794643793046199,0.7526616043860896,0.24300040290749905,797.4830849999994,6.745984373898821,1.7649984459443575,0.6397321896523099,0.14578260516600897
solution_36_obj=6_h_lns.log,36,6,-1.0,600.01744,0.285404,0,0.0816785855985962,0.369069660652198,0.2610405409543352,0.8194882300939769,1290.5721709999991,1.949355272683501,0.46933333543778305,0.184534830326099,0.3097672087522823
solution_20_obj=3_h_lns.log,20,3,-1.0,600.384712,-47305.999163,0,0.2147742015518818,1.1533933220371182,0.6212178688388755,0.4066162818380498,2909.270378,2.860696815531348,1.2080236323195412,0.5766966610185592,0.34400222734023234
solution_44_obj=2_h_lns.log,44,2,-1.0,600.141441,-691.059129,0,0.20723092220565523,1.243374992055017,0.6557621584717621,0.36426765014682455,2916.246472999997,3.121970969644949,1.3210731128242514,0.6216874960275085,0.31443529476472837
solution_55_obj=8_h_lns.log,55,8,-1.0,601.166164,0.22601,0,0.14463404113784548,0.7037548037647401,0.4693513367633805,0.5870455525262239,5877.732034999993,3.1480913594647992,0.8387164726957742,0.35187740188237004,0.3073869077051878
solution_29_obj=8_h_lns.log,29,8,-1.0,600.163442,0.223415,0,0.16835662316155173,0.9660055260284601,0.6030571314266401,0.43913521766312164,5813.107138999998,3.519659997613369,1.130134027513017,0.4830027630142301,0.27847399997801225
solution_2_obj=1_h_lns.log,2,1,-1.0,600.009213,15.238297,0,0.13140809905546183,0.6164790029714639,0.4093681421983569,0.6627507980829711,1547.7193059999988,2.5288098649233546,0.7133461729292291,0.3082395014857319,0.31779223797505896
solution_8_obj=0_h_lns.log,8,0,-1.0,600.010047,15.670834,0,0.12493212742041854,1.4165240703682833,0.7892546097675637,0.21158140167008818,868.8660469999991,6.257078155167309,1.9303661140531791,0.7082620351841417,0.15670837346472813
solution_54_obj=9_h_lns.log,54,9,-1.0,600.818734,217.099812,0,0.13312243728277642,0.27237120428509703,0.1773774248706073,0.8840635247283775,10792.626249999988,1.3122604750883193,0.3621331731289397,0.13618560214254852,0.7486275735846009
solution_15_obj=2_h_lns.log,15,2,-1.0,600.029009,-709.132837,0,0.20357665178314258,1.2705703535536406,0.6742411873788956,0.34506953708322846,2832.783505999999,3.275648688987922,1.3776670932654798,0.6352851767768203,0.3004247920713216
