instance,group,objective,soc_list,utility_list,Objective_Index,final_soc_list,initial_soc_list,desired_soc_list,battery_capacity_list
10,1,0,"[99.568, 99.6343, 99.8215, 99.6948, 99.882, 99.7006, 99.8878, 99.5767, 99.7639, 99.6343, 99.8302, 99.8936, 99.52210000000001, 83.3066, 93.8683, 99.8273, 99.94539999999999, 99.7581, 82.0623, 33.4793, 99.9541, 99.7006, 34.9712, 17.1429, 88.96039999999999, 21.304699999999997, 99.7581, 45.5329, 28.1999, 99.2715, 99.6977, 99.7552, 99.7064, 97.526, 99.9483, 99.7552, 41.4315, 99.8273, 99.5767, 17.5778, 99.8849, 99.761, 99.6948, 99.6977, 14.285700000000002, 99.8878, 99.8186, 99.5825, 99.8244, 99.8273, 99.6372, 94.4875, 99.7581, 99.5709, 22.7967, 99.761, 32.920500000000004, 99.8273, 99.7006, 99.6918, 99.33189999999999, 99.7064, 98.52260000000001, 99.5738, 82.7478, 99.8849, 88.2144, 73.7991, 99.8273, 20.4349, 99.9512, 95.919, 94.2369, 62.37049999999999, 47.647, 97.4109, 99.94239999999999, 51.1262, 99.5767, 99.6918, 99.7639, 99.8878, 99.761, 99.6314, 38.4534, 98.5889, 99.5709, 99.8244, 99.64880000000001, 99.7006, 99.5709, 62.7449, 99.8878, 99.9512, 99.2773, 99.6459, 99.6459, 73.37, 96.35679999999999, 86.7254]","[0.04320000000000022, 0.015058244151908482, 0.006576305405833558, 0.01643387143672524, 0.005506659324454, 0.0077622279720208675, 0.002708273994293831, 0.01058249999999994, 0.005509005509005353, 0.015058244151908482, 0.002971497771376585, 0.0017320922176314226, 0.007272389723393404, 0.24862494768620358, 0.09330845797642211, 0.0036633300030334596, 0.002123332153704661, 0.01058314484339663, 0.29200893394933314, 0.9502957142857144, 0.0008238459426036612, 0.0077622279720208675, 0.8925526818937343, 1.0, 0.16441946951948766, 0.98369125, 0.01058314484339663, 0.7625390949843621, 0.9483030286220699, 0.012437810945273577, 0.010580510580510667, 0.019040063466878056, 0.005012685372041608, 0.06414078825243584, 0.0014475994209601408, 0.019040063466878056, 0.8541243142184644, 0.0036633300030334596, 0.01058249999999994, 0.9947512041816573, 0.003662269397936855, 0.007273922531203436, 0.01643387143672524, 0.010580510580510667, 1.0, 0.002708273994293831, 0.010581640212565921, 0.0069583333333334, 0.004727686852669093, 0.0036633300030334596, 0.010581671075696077, 0.09411589956873154, 0.01058314484339663, 0.02145500000000027, 0.9317644474643694, 0.007273922531203436, 0.9391126243549504, 0.0036633300030334596, 0.0077622279720208675, 0.03595678652262168, 0.012639739978167733, 0.005012685372041608, 0.031338759389006376, 0.014206666666666479, 0.25159468816445346, 0.003662269397936855, 0.1793460479682505, 0.42652608068554393, 0.0036633300030334596, 0.99456375, 0.0010674996664063535, 0.06078081226756669, 0.11206021552210237, 0.5164836371472377, 0.6786496229724317, 0.036987142857142885, 0.0036654512132266682, 0.6335489072876441, 0.01058249999999994, 0.03595678652262168, 0.005509005509005353, 0.002708273994293831, 0.007273922531203436, 0.02580202580202584, 0.7428041773125055, 0.022971384664472325, 0.02145500000000027, 0.004727686852669093, 0.004727693216863967, 0.0077622279720208675, 0.02145500000000027, 0.4741559906021784, 0.002708273994293831, 0.0010674996664063535, 0.00919800334472853, 0.005508223446271917, 0.005508223446271917, 0.32703497297018486, 0.0472266404296443, 0.18220049933362714]",0,"99.568,99.634,99.822,99.695,99.882,99.701,99.888,99.577,99.764,99.634,99.830,99.894,99.522,83.307,93.868,99.827,99.945,99.758,82.062,33.479,99.954,99.701,34.971,17.143,88.960,21.305,99.758,45.533,28.200,99.272,99.698,99.755,99.706,97.526,99.948,99.755,41.431,99.827,99.577,17.578,99.885,99.761,99.695,99.698,14.286,99.888,99.819,99.582,99.824,99.827,99.637,94.487,99.758,99.571,22.797,99.761,32.921,99.827,99.701,99.692,99.332,99.706,98.523,99.574,82.748,99.885,88.214,73.799,99.827,20.435,99.951,95.919,94.237,62.370,47.647,97.411,99.942,51.126,99.577,99.692,99.764,99.888,99.761,99.631,38.453,98.589,99.571,99.824,99.649,99.701,99.571,62.745,99.888,99.951,99.277,99.646,99.646,73.370,96.357,86.725","90.000,75.714,72.857,81.429,78.571,61.429,58.571,60.000,57.143,75.714,42.857,38.571,34.286,32.857,34.286,52.857,74.286,77.143,38.571,30.000,44.286,61.429,27.143,17.143,32.857,20.000,77.143,28.571,24.286,41.429,71.429,87.143,41.429,61.429,64.286,87.143,31.429,52.857,60.000,17.143,68.571,67.143,81.429,71.429,14.286,58.571,82.857,40.000,62.857,52.857,65.714,41.429,77.143,80.000,17.143,67.143,28.571,52.857,61.429,91.429,47.143,41.429,52.857,70.000,31.429,68.571,34.286,38.571,52.857,20.000,54.286,32.857,48.571,27.143,22.857,30.000,84.286,22.857,60.000,91.429,57.143,58.571,67.143,85.714,17.143,38.571,80.000,62.857,25.714,61.429,80.000,21.429,58.571,54.286,21.429,35.714,35.714,18.571,22.857,27.143","100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000","77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000"
10,1,1,"[99.568, 99.6343, 99.3866, 99.6948, 99.4471, 98.8308, 98.5831, 98.272, 98.4592, 95.2852, 96.7859, 97.7191, 96.0428, 74.6084, 75.60210000000001, 87.215, 95.1614, 95.409, 78.1482, 71.7513, 82.1228, 91.4373, 69.329, 58.8941, 69.3895, 63.056, 97.1487, 67.7132, 66.47189999999999, 72.74199999999999, 94.9137, 97.5807, 82.31, 91.4373, 94.2944, 99.32029999999999, 74.4846, 87.6499, 92.6182, 55.8498, 99.8849, 99.761, 99.6948, 92.30420000000001, 57.341699999999996, 88.58019999999999, 99.38369999999999, 82.6211, 99.8244, 86.7801, 97.0277, 80.57039999999999, 98.4534, 98.7011, 58.8941, 95.8469, 74.23689999999999, 86.7801, 87.5231, 99.6918, 87.5894, 80.57039999999999, 85.4753, 95.2247, 73.1798, 92.0565, 72.9926, 80.3227, 88.0848, 65.6655, 78.20570000000001, 71.1291, 85.5387, 68.89410000000001, 58.0848, 75.6655, 99.94239999999999, 76.351, 92.1833, 99.6918, 88.8912, 99.8878, 95.4119, 99.6314, 73.2461, 81.1925, 99.5709, 92.8659, 79.2081, 90.1326, 99.5709, 71.0082, 99.018, 99.9512, 93.6235, 99.6459, 99.6459, 75.9794, 77.65570000000001, 98.033]","[0.04320000000000022, 0.015058244151908482, 0.02259891168592887, 0.01643387143672524, 0.025801965597378917, 0.03031261504638161, 0.03420101089585451, 0.043199999999999864, 0.035952035952036054, 0.1941389377287867, 0.05624670781496917, 0.037130912962366106, 0.0602182477786418, 0.378172524570729, 0.3712723105929759, 0.27119672315449406, 0.18816767324018155, 0.2008566266061746, 0.35572681128985517, 0.40355285714285716, 0.32087273823775947, 0.22199609036747453, 0.4209747574361319, 0.4961059462616963, 0.455900772829294, 0.46180000000000004, 0.12474460889614145, 0.4520150191939924, 0.4428238787124758, 0.46538071481986104, 0.17802067802067784, 0.18816840500579496, 0.3020245375729451, 0.22199609036747453, 0.1597567360973057, 0.05286573177466232, 0.372099738374891, 0.2619715800258363, 0.18454499999999996, 0.5328475169900949, 0.003662269397936855, 0.007273922531203436, 0.01643387143672524, 0.2693532693532691, 0.4976800837199861, 0.2756501547240314, 0.035950743456475226, 0.28964833333333334, 0.004727686852669093, 0.2804218662831518, 0.08669211945504991, 0.3317250398658732, 0.06766387686976903, 0.06494500000000017, 0.4961059462616963, 0.12639886052025273, 0.3606832557266979, 0.2804218662831518, 0.323475424796611, 0.03595678652262168, 0.23479532550972343, 0.3317250398658732, 0.3080994168793179, 0.15917666666666672, 0.3911280796366999, 0.2527474975022751, 0.41098208456911217, 0.3203279905451207, 0.2527464368971786, 0.42918125000000007, 0.4767501635155738, 0.42999185319668953, 0.2811917882267842, 0.4269439766337116, 0.5433448833269167, 0.3476357142857144, 0.0036654512132266682, 0.3065609407994774, 0.19541749999999994, 0.03595678652262168, 0.2592055925389259, 0.002708273994293831, 0.13963800822348896, 0.02580202580202584, 0.3228920635648605, 0.30616846224722694, 0.02145500000000027, 0.1920717014557292, 0.2798910153636568, 0.25582167097901565, 0.02145500000000027, 0.3689866796315199, 0.023703431928667616, 0.0010674996664063535, 0.08115548405653956, 0.005508223446271917, 0.005508223446271917, 0.2949897210562382, 0.28964817241768187, 0.026998055096895138]",1,"99.568,99.634,99.387,99.695,99.447,98.831,98.583,98.272,98.459,95.285,96.786,97.719,96.043,74.608,75.602,87.215,95.161,95.409,78.148,71.751,82.123,91.437,69.329,58.894,69.389,63.056,97.149,67.713,66.472,72.742,94.914,97.581,82.310,91.437,94.294,99.320,74.485,87.650,92.618,55.850,99.885,99.761,99.695,92.304,57.342,88.580,99.384,82.621,99.824,86.780,97.028,80.570,98.453,98.701,58.894,95.847,74.237,86.780,87.523,99.692,87.589,80.570,85.475,95.225,73.180,92.056,72.993,80.323,88.085,65.665,78.206,71.129,85.539,68.894,58.085,75.665,99.942,76.351,92.183,99.692,88.891,99.888,95.412,99.631,73.246,81.192,99.571,92.866,79.208,90.133,99.571,71.008,99.018,99.951,93.624,99.646,99.646,75.979,77.656,98.033","90.000,75.714,72.857,81.429,78.571,61.429,58.571,60.000,57.143,75.714,42.857,38.571,34.286,32.857,34.286,52.857,74.286,77.143,38.571,30.000,44.286,61.429,27.143,17.143,32.857,20.000,77.143,28.571,24.286,41.429,71.429,87.143,41.429,61.429,64.286,87.143,31.429,52.857,60.000,17.143,68.571,67.143,81.429,71.429,14.286,58.571,82.857,40.000,62.857,52.857,65.714,41.429,77.143,80.000,17.143,67.143,28.571,52.857,61.429,91.429,47.143,41.429,52.857,70.000,31.429,68.571,34.286,38.571,52.857,20.000,54.286,32.857,48.571,27.143,22.857,30.000,84.286,22.857,60.000,91.429,57.143,58.571,67.143,85.714,17.143,38.571,80.000,62.857,25.714,61.429,80.000,21.429,58.571,54.286,21.429,35.714,35.714,18.571,22.857,27.143","100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000","77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000"
10,1,2,"[99.568, 99.6343, 99.8215, 99.6948, 99.882, 99.7006, 99.8878, 99.5767, 62.3618, 99.6343, 99.8302, 99.8936, 99.957, 35.4666, 99.957, 55.4666, 99.94539999999999, 99.7581, 99.8936, 33.9142, 99.9541, 99.7006, 68.89410000000001, 24.9712, 38.076100000000004, 27.8284, 99.7581, 99.8965, 99.9599, 51.8664, 99.6977, 99.7552, 45.3428, 99.7006, 99.9483, 99.7552, 41.8664, 99.8273, 99.5767, 24.9712, 99.8849, 99.761, 99.6948, 99.6977, 99.9628, 99.8878, 99.8186, 41.3047, 99.8244, 99.8273, 69.6285, 42.7333, 99.7581, 99.5709, 22.361800000000002, 99.761, 99.8965, 99.8273, 99.7006, 99.6918, 99.7669, 99.7064, 99.8273, 99.5738, 32.7333, 99.8849, 99.957, 99.8936, 99.8273, 30.4378, 99.9512, 75.9131, 99.8907, 31.057000000000002, 25.4666, 41.7425, 99.94239999999999, 33.295, 99.5767, 99.6918, 64.9712, 99.8878, 99.761, 99.6314, 99.7756, 99.8936, 99.5709, 99.8244, 99.64880000000001, 99.7006, 99.5709, 99.7122, 99.8878, 99.9512, 99.7122, 99.6459, 99.6459, 99.8994, 99.8361, 90.2047]","[0.04320000000000022, 0.015058244151908482, 0.006576305405833558, 0.01643387143672524, 0.005506659324454, 0.0077622279720208675, 0.002708273994293831, 0.01058249999999994, 0.8782255448922115, 0.015058244151908482, 0.002971497771376585, 0.0017320922176314226, 0.000654347683837557, 0.9611351311903419, 0.000654347683837557, 0.9446470200178606, 0.002123332153704661, 0.01058314484339663, 0.0017320922176314226, 0.9440828571428572, 0.0008238459426036612, 0.0077622279720208675, 0.4269439766337116, 0.9055204683726561, 0.9222702623806835, 0.902145, 0.01058314484339663, 0.0014489994204001874, 0.0005296225415805912, 0.8217935716066203, 0.010580510580510667, 0.019040063466878056, 0.933172162523006, 0.0077622279720208675, 0.0014475994209601408, 0.019040063466878056, 0.847782019909175, 0.0036633300030334596, 0.01058249999999994, 0.9055204683726561, 0.003662269397936855, 0.007273922531203436, 0.01643387143672524, 0.010580510580510667, 0.00043399992766666204, 0.002708273994293831, 0.010581640212565921, 0.9782550000000001, 0.004727686852669093, 0.0036633300030334596, 0.8858357857649108, 0.977724623280304, 0.01058314484339663, 0.02145500000000027, 0.937013243282712, 0.007273922531203436, 0.0014489994204001874, 0.0036633300030334596, 0.0077622279720208675, 0.03595678652262168, 0.004410003575678446, 0.005012685372041608, 0.0036633300030334596, 0.014206666666666479, 0.9809731170721322, 0.003662269397936855, 0.000654347683837557, 0.0017320922176314226, 0.0036633300030334596, 0.8695275, 0.0010674996664063535, 0.35874083484627567, 0.002125276597068647, 0.9462770272217806, 0.9661731669408332, 0.83225, 0.0036654512132266682, 0.8646939640589089, 0.01058249999999994, 0.03595678652262168, 0.8173394840061508, 0.002708273994293831, 0.007273922531203436, 0.02580202580202584, 0.0027082772629020667, 0.0017320922176314226, 0.02145500000000027, 0.004727686852669093, 0.004727693216863967, 0.0077622279720208675, 0.02145500000000027, 0.003662910422876572, 0.002708273994293831, 0.0010674996664063535, 0.003662910422876572, 0.005508223446271917, 0.005508223446271917, 0.0012354381630041535, 0.0021246284492804674, 0.13444537320316066]",2,"99.568,99.634,99.822,99.695,99.882,99.701,99.888,99.577,62.362,99.634,99.830,99.894,99.957,35.467,99.957,55.467,99.945,99.758,99.894,33.914,99.954,99.701,68.894,24.971,38.076,27.828,99.758,99.897,99.960,51.866,99.698,99.755,45.343,99.701,99.948,99.755,41.866,99.827,99.577,24.971,99.885,99.761,99.695,99.698,99.963,99.888,99.819,41.305,99.824,99.827,69.629,42.733,99.758,99.571,22.362,99.761,99.897,99.827,99.701,99.692,99.767,99.706,99.827,99.574,32.733,99.885,99.957,99.894,99.827,30.438,99.951,75.913,99.891,31.057,25.467,41.742,99.942,33.295,99.577,99.692,64.971,99.888,99.761,99.631,99.776,99.894,99.571,99.824,99.649,99.701,99.571,99.712,99.888,99.951,99.712,99.646,99.646,99.899,99.836,90.205","90.000,75.714,72.857,81.429,78.571,61.429,58.571,60.000,57.143,75.714,42.857,38.571,34.286,32.857,34.286,52.857,74.286,77.143,38.571,30.000,44.286,61.429,27.143,17.143,32.857,20.000,77.143,28.571,24.286,41.429,71.429,87.143,41.429,61.429,64.286,87.143,31.429,52.857,60.000,17.143,68.571,67.143,81.429,71.429,14.286,58.571,82.857,40.000,62.857,52.857,65.714,41.429,77.143,80.000,17.143,67.143,28.571,52.857,61.429,91.429,47.143,41.429,52.857,70.000,31.429,68.571,34.286,38.571,52.857,20.000,54.286,32.857,48.571,27.143,22.857,30.000,84.286,22.857,60.000,91.429,57.143,58.571,67.143,85.714,17.143,38.571,80.000,62.857,25.714,61.429,80.000,21.429,58.571,54.286,21.429,35.714,35.714,18.571,22.857,27.143","100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000","77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000"
10,1,3,"[99.568, 99.6343, 99.8215, 99.6948, 99.882, 99.7006, 99.8878, 99.5767, 59.752300000000005, 77.019, 45.4666, 99.8936, 99.957, 35.4666, 99.957, 55.4666, 99.94539999999999, 99.7581, 99.8936, 35.2189, 99.9541, 99.7006, 29.752299999999998, 22.361800000000002, 99.8331, 27.8284, 99.7581, 99.8965, 99.9599, 51.8664, 77.9522, 99.7552, 99.7064, 99.7006, 99.9483, 99.7552, 34.038000000000004, 99.8273, 99.5767, 34.104299999999995, 99.8849, 99.761, 99.6948, 99.6977, 99.9628, 99.8878, 99.8186, 41.3047, 99.8244, 99.8273, 69.6285, 42.7333, 99.7581, 82.6095, 99.7756, 99.761, 99.8965, 99.8273, 66.64750000000001, 99.6918, 48.4476, 46.647499999999994, 55.4666, 92.18039999999999, 32.7333, 99.8849, 99.957, 99.8936, 72.4281, 25.218899999999998, 99.9512, 99.8331, 99.8907, 99.7727, 99.8361, 54.7898, 99.94239999999999, 99.8361, 99.5767, 99.6918, 58.4476, 99.8878, 99.761, 99.6314, 99.7756, 99.8936, 99.5709, 99.8244, 42.6757, 98.8308, 99.5709, 22.7333, 99.8878, 99.9512, 99.7122, 99.6459, 99.6459, 99.8994, 99.8361, 99.7727]","[0.04320000000000022, 0.015058244151908482, 0.006576305405833558, 0.01643387143672524, 0.005506659324454, 0.0077622279720208675, 0.002708273994293831, 0.01058249999999994, 0.9391139391139389, 0.9462770272217803, 0.9543337842496618, 0.0017320922176314226, 0.000654347683837557, 0.9611351311903419, 0.000654347683837557, 0.9446470200178606, 0.002123332153704661, 0.01058314484339663, 0.0017320922176314226, 0.9254442857142858, 0.0008238459426036612, 0.0077622279720208675, 0.9641846848145206, 0.937013243282712, 0.00248574309420651, 0.902145, 0.01058314484339663, 0.0014489994204001874, 0.0005296225415805912, 0.8217935716066203, 0.7716737716737716, 0.019040063466878056, 0.005012685372041608, 0.0077622279720208675, 0.0014475994209601408, 0.019040063466878056, 0.9619462341442641, 0.0036633300030334596, 0.01058249999999994, 0.7952933423931081, 0.003662269397936855, 0.007273922531203436, 0.01643387143672524, 0.010580510580510667, 0.00043399992766666204, 0.002708273994293831, 0.010581640212565921, 0.9782550000000001, 0.004727686852669093, 0.0036633300030334596, 0.8858357857649108, 0.977724623280304, 0.01058314484339663, 0.8695250000000001, 0.0027082772629020667, 0.007273922531203436, 0.0014489994204001874, 0.0036633300030334596, 0.864695084959322, 0.03595678652262168, 0.9753164664728106, 0.9108967858033102, 0.9446470200178606, 0.2606533333333336, 0.9809731170721322, 0.003662269397936855, 0.000654347683837557, 0.0017320922176314226, 0.5848579531594366, 0.9347637500000001, 0.0010674996664063535, 0.00248574309420651, 0.002125276597068647, 0.003119805756748479, 0.0021246284492804674, 0.64586, 0.0036654512132266682, 0.0021246284492804674, 0.01058249999999994, 0.03595678652262168, 0.9695569695569695, 0.002708273994293831, 0.007273922531203436, 0.02580202580202584, 0.0027082772629020667, 0.0017320922176314226, 0.02145500000000027, 0.004727686852669093, 0.7716734176295035, 0.03031261504638161, 0.02145500000000027, 0.9833947212344442, 0.002708273994293831, 0.0010674996664063535, 0.003662910422876572, 0.005508223446271917, 0.005508223446271917, 0.0012354381630041535, 0.0021246284492804674, 0.003119805756748479]",3,"99.568,99.634,99.822,99.695,99.882,99.701,99.888,99.577,59.752,77.019,45.467,99.894,99.957,35.467,99.957,55.467,99.945,99.758,99.894,35.219,99.954,99.701,29.752,22.362,99.833,27.828,99.758,99.897,99.960,51.866,77.952,99.755,99.706,99.701,99.948,99.755,34.038,99.827,99.577,34.104,99.885,99.761,99.695,99.698,99.963,99.888,99.819,41.305,99.824,99.827,69.629,42.733,99.758,82.609,99.776,99.761,99.897,99.827,66.648,99.692,48.448,46.647,55.467,92.180,32.733,99.885,99.957,99.894,72.428,25.219,99.951,99.833,99.891,99.773,99.836,54.790,99.942,99.836,99.577,99.692,58.448,99.888,99.761,99.631,99.776,99.894,99.571,99.824,42.676,98.831,99.571,22.733,99.888,99.951,99.712,99.646,99.646,99.899,99.836,99.773","90.000,75.714,72.857,81.429,78.571,61.429,58.571,60.000,57.143,75.714,42.857,38.571,34.286,32.857,34.286,52.857,74.286,77.143,38.571,30.000,44.286,61.429,27.143,17.143,32.857,20.000,77.143,28.571,24.286,41.429,71.429,87.143,41.429,61.429,64.286,87.143,31.429,52.857,60.000,17.143,68.571,67.143,81.429,71.429,14.286,58.571,82.857,40.000,62.857,52.857,65.714,41.429,77.143,80.000,17.143,67.143,28.571,52.857,61.429,91.429,47.143,41.429,52.857,70.000,31.429,68.571,34.286,38.571,52.857,20.000,54.286,32.857,48.571,27.143,22.857,30.000,84.286,22.857,60.000,91.429,57.143,58.571,67.143,85.714,17.143,38.571,80.000,62.857,25.714,61.429,80.000,21.429,58.571,54.286,21.429,35.714,35.714,18.571,22.857,27.143","100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000","77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000,77.000"
